id_aluno,nome,cpf,data_nascimento,sexo,id_turma,codigo_segmento,segmento,serie,turno,status,ano_letivo
ALU00380,Helena Barbosa Ramos,000.380.660-00,2016-05-29,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00381,João Dias Mendes,000.381.667-00,2015-09-03,M,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00382,Ana Moreira Lima,000.382.674-00,2018-07-18,M,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00383,Julia Dias Barbosa,000.383.681-00,2019-03-01,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00384,Ana Silva Ramos,000.384.688-00,2017-04-28,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00385,Mariana Almeida Almeida,000.385.695-00,2019-06-28,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00386,Mariana Costa Almeida,000.386.702-00,2019-08-22,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00387,Mariana Costa Ramos,000.387.709-00,2018-03-11,M,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00388,Isabela Souza Souza,000.388.716-00,2017-10-18,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00389,Gabriel Nascimento Dias,000.389.723-00,2016-01-04,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00390,Thiago Carvalho Gomes,000.390.730-00,2019-04-13,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00391,Ana Dias Pereira,000.391.737-00,2017-05-20,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00392,Thiago Silva Costa,000.392.744-00,2015-08-08,M,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00393,Julia Barbosa Oliveira,000.393.751-00,2016-03-04,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00394,Daniel Martins Oliveira,000.394.758-00,2017-12-25,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00395,Valentina Rocha Souza,000.395.765-00,2015-07-07,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00396,Lucas Souza Martins,000.396.772-00,2016-06-02,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00397,Camila Costa Barbosa,000.397.779-00,2016-08-30,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00398,Vinicius Moreira Rocha,000.398.786-00,2017-07-09,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00399,Sofia Barbosa Barbosa,000.399.793-00,2015-05-10,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00400,Eduardo Mendes Nascimento,000.400.800-00,2017-10-24,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00401,Isabela Dias Ramos,000.401.807-00,2017-01-24,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00402,Lucas Ramos Gomes,000.402.814-00,2015-05-22,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00403,Ana Nascimento Costa,000.403.821-00,2017-04-23,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00404,Isabela Souza Oliveira,000.404.828-00,2017-12-27,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00405,Beatriz Gomes Martins,000.405.835-00,2019-09-01,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00406,Carlos Fernandes Dias,000.406.842-00,2015-12-01,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00407,Mateus Moreira Pereira,000.407.849-00,2015-02-04,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00408,Julia Lima Mendes,000.408.856-00,2017-05-31,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00409,Camila Pereira Santos,000.409.863-00,2017-12-05,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00410,Camila Costa Gomes,000.410.870-00,2019-07-13,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00411,Larissa Costa Pereira,000.411.877-00,2016-07-15,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00412,Ana Moreira Dias,000.412.884-00,2016-06-20,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00413,Lucas Barbosa Lima,000.413.891-00,2018-12-01,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00414,Rafael Oliveira Nascimento,000.414.898-00,2018-09-25,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00415,Helena Silva Dias,000.415.905-00,2018-09-03,M,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00416,Mateus Moreira Silva,000.416.912-00,2018-05-29,F,TURMA020,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00417,Isabela Nascimento Oliveira,000.417.919-00,2019-12-20,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00418,Gabriel Souza Pereira,000.418.926-00,2019-03-25,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00419,Mariana Dias Oliveira,000.419.933-00,2019-05-03,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00420,Mariana Silva Moreira,000.420.940-00,2016-02-12,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00421,Gabriel Fernandes Martins,000.421.947-00,2015-03-05,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00422,Mariana Santos Nascimento,000.422.954-00,2017-11-29,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00423,Valentina Dias Santos,000.423.961-00,2017-04-09,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00424,Rafael Santos Gomes,000.424.968-00,2018-03-15,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00425,Sofia Gomes Costa,000.425.975-00,2019-11-13,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00426,Carlos Carvalho Ramos,000.426.982-00,2015-01-09,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00427,Lucas Rocha Nascimento,000.427.989-00,2018-02-14,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00428,Daniel Carvalho Martins,000.428.996-00,2017-08-06,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00429,Fernanda Martins Gomes,000.429.003-00,2015-10-28,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00430,Vinicius Souza Oliveira,000.430.010-00,2017-05-14,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00431,Camila Barbosa Nascimento,000.431.017-00,2017-05-26,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00432,Mateus Pereira Martins,000.432.024-00,2018-03-11,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00433,Thiago Silva Oliveira,000.433.031-00,2019-08-02,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00434,Isabela Santos Souza,000.434.038-00,2016-07-17,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00435,Rafael Moreira Almeida,000.435.045-00,2016-02-12,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00436,João Lima Mendes,000.436.052-00,2015-05-11,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00437,Miguel Oliveira Lima,000.437.059-00,2016-08-24,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00438,Beatriz Pereira Mendes,000.438.066-00,2019-08-28,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00439,Thiago Nascimento Souza,000.439.073-00,2016-06-11,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00440,Camila Oliveira Santos,000.440.080-00,2019-12-15,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00441,Camila Almeida Pereira,000.441.087-00,2017-02-10,M,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00442,Bruno Costa Almeida,000.442.094-00,2019-06-19,F,TURMA021,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00443,Gabriel Souza Almeida,000.443.101-00,2019-08-30,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00444,Carlos Martins Dias,000.444.108-00,2015-05-08,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00445,Thiago Souza Fernandes,000.445.115-00,2017-02-17,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00446,Miguel Almeida Mendes,000.446.122-00,2019-06-18,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00447,Helena Mendes Mendes,000.447.129-00,2015-07-20,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00448,Mariana Carvalho Souza,000.448.136-00,2016-05-21,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00449,Lucas Santos Lima,000.449.143-00,2019-09-27,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00450,João Lima Costa,000.450.150-00,2017-06-16,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00451,Ana Dias Moreira,000.451.157-00,2017-06-05,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00452,Thiago Fernandes Carvalho,000.452.164-00,2019-08-31,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00453,Ana Nascimento Moreira,000.453.171-00,2017-06-23,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00454,Ana Mendes Fernandes,000.454.178-00,2019-05-21,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00455,Miguel Rocha Almeida,000.455.185-00,2019-03-06,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00456,Isabela Costa Moreira,000.456.192-00,2016-10-03,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00457,Thiago Souza Martins,000.457.199-00,2015-07-15,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00458,Beatriz Fernandes Oliveira,000.458.206-00,2016-03-01,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00459,Miguel Martins Carvalho,000.459.213-00,2016-09-25,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00460,Sofia Pereira Souza,000.460.220-00,2019-04-29,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00461,Lucas Martins Santos,000.461.227-00,2015-11-15,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00462,Sofia Rocha Souza,000.462.234-00,2017-02-19,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00463,Ana Nascimento Martins,000.463.241-00,2016-06-18,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00464,Isabela Silva Mendes,000.464.248-00,2016-02-15,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00465,Mariana Gomes Martins,000.465.255-00,2015-02-27,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00466,Camila Ramos Santos,000.466.262-00,2017-04-15,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00467,Daniel Oliveira Lima,000.467.269-00,2017-08-24,M,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00468,Thiago Silva Oliveira,000.468.276-00,2019-05-21,F,TURMA022,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00469,Carlos Martins Santos,000.469.283-00,2016-02-16,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00470,Gabriel Carvalho Nascimento,000.470.290-00,2016-05-21,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00471,Mateus Souza Barbosa,000.471.297-00,2018-04-05,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00472,Beatriz Pereira Santos,000.472.304-00,2018-05-19,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00473,Sofia Barbosa Lima,000.473.311-00,2018-09-15,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00474,Rafael Dias Rocha,000.474.318-00,2018-05-16,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00475,Valentina Fernandes Santos,000.475.325-00,2015-07-24,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00476,Mariana Barbosa Lima,000.476.332-00,2016-05-18,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00477,Mariana Barbosa Nascimento,000.477.339-00,2016-06-13,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00478,Gabriel Almeida Silva,000.478.346-00,2019-11-12,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00479,Ana Rocha Lima,000.479.353-00,2015-04-03,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00480,Fernanda Souza Costa,000.480.360-00,2019-04-17,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00481,Mariana Barbosa Barbosa,000.481.367-00,2017-09-08,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00482,Thiago Rocha Costa,000.482.374-00,2015-08-07,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00483,Miguel Gomes Costa,000.483.381-00,2017-11-01,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00484,Ana Gomes Martins,000.484.388-00,2018-04-23,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00485,Helena Almeida Moreira,000.485.395-00,2017-02-05,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00486,Valentina Lima Nascimento,000.486.402-00,2015-03-31,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00487,Larissa Gomes Carvalho,000.487.409-00,2018-02-08,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00488,Lucas Rocha Souza,000.488.416-00,2018-08-08,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00489,Mariana Barbosa Carvalho,000.489.423-00,2019-09-11,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00490,Vinicius Martins Martins,000.490.430-00,2016-07-11,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00491,Daniel Fernandes Fernandes,000.491.437-00,2017-09-10,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00492,Mateus Carvalho Ramos,000.492.444-00,2018-07-20,F,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00493,Bruno Santos Martins,000.493.451-00,2019-06-26,M,TURMA023,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00494,Vinicius Pereira Almeida,000.494.458-00,2015-01-19,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00495,Daniel Fernandes Gomes,000.495.465-00,2018-12-23,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00496,Isabela Pereira Moreira,000.496.472-00,2019-06-13,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00497,Fernanda Martins Mendes,000.497.479-00,2018-06-17,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00498,Carlos Fernandes Almeida,000.498.486-00,2019-12-28,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00499,Thiago Costa Dias,000.499.493-00,2015-05-23,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00500,Daniel Carvalho Mendes,000.500.500-00,2017-06-14,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00501,Isabela Gomes Gomes,000.501.507-00,2015-03-18,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00502,Thiago Fernandes Santos,000.502.514-00,2018-09-10,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00503,Helena Santos Nascimento,000.503.521-00,2019-02-14,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00504,Daniel Santos Dias,000.504.528-00,2018-03-29,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00505,Rafael Silva Barbosa,000.505.535-00,2016-12-05,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00506,Ana Martins Pereira,000.506.542-00,2017-03-26,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00507,Rafael Barbosa Gomes,000.507.549-00,2017-10-23,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00508,Miguel Moreira Moreira,000.508.556-00,2017-08-17,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00509,Miguel Mendes Nascimento,000.509.563-00,2017-05-08,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00510,Miguel Lima Souza,000.510.570-00,2019-09-20,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00511,Carlos Pereira Mendes,000.511.577-00,2017-02-08,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00512,Daniel Almeida Ramos,000.512.584-00,2016-07-13,F,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00513,Julia Martins Oliveira,000.513.591-00,2019-06-03,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00514,Bruno Rocha Silva,000.514.598-00,2017-01-22,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00515,Bruno Mendes Oliveira,000.515.605-00,2019-08-02,M,TURMA024,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00516,Larissa Santos Carvalho,000.516.612-00,2016-04-12,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00517,Fernanda Costa Oliveira,000.517.619-00,2019-08-16,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00518,Rafael Costa Costa,000.518.626-00,2017-01-29,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00519,Ana Fernandes Carvalho,000.519.633-00,2018-04-21,F,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00520,Bruno Costa Martins,000.520.640-00,2017-05-15,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00521,Isabela Souza Rocha,000.521.647-00,2019-10-05,F,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00522,Larissa Mendes Ramos,000.522.654-00,2018-04-26,F,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00523,Miguel Oliveira Martins,000.523.661-00,2018-03-28,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00524,Gabriel Martins Oliveira,000.524.668-00,2017-11-22,F,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00525,Mariana Almeida Moreira,000.525.675-00,2019-01-07,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00526,Camila Almeida Costa,000.526.682-00,2018-10-19,F,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00527,Helena Costa Dias,000.527.689-00,2018-03-23,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00528,Beatriz Carvalho Rocha,000.528.696-00,2015-05-05,F,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00529,Julia Lima Gomes,000.529.703-00,2016-10-15,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00530,Thiago Oliveira Mendes,000.530.710-00,2015-02-02,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00531,Julia Carvalho Lima,000.531.717-00,2017-03-25,F,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00532,Mariana Ramos Souza,000.532.724-00,2017-03-07,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00533,João Moreira Rocha,000.533.731-00,2018-09-19,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00534,Gabriel Rocha Oliveira,000.534.738-00,2016-11-29,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00535,Lucas Oliveira Lima,000.535.745-00,2017-05-17,F,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00536,Ana Fernandes Gomes,000.536.752-00,2015-04-26,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00537,Valentina Carvalho Silva,000.537.759-00,2016-05-01,M,TURMA025,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00538,Helena Pereira Martins,000.538.766-00,2017-04-13,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00539,Daniel Souza Mendes,000.539.773-00,2018-01-17,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00540,Beatriz Martins Souza,000.540.780-00,2017-03-05,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00541,Fernanda Nascimento Rocha,000.541.787-00,2018-01-10,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00542,Carlos Almeida Carvalho,000.542.794-00,2018-07-20,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00543,Mariana Almeida Gomes,000.543.801-00,2019-12-27,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00544,Julia Carvalho Santos,000.544.808-00,2016-08-04,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00545,Bruno Moreira Nascimento,000.545.815-00,2018-11-28,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00546,Eduardo Moreira Mendes,000.546.822-00,2015-04-08,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00547,Helena Barbosa Santos,000.547.829-00,2015-07-30,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00548,Carlos Moreira Mendes,000.548.836-00,2016-09-03,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00549,Camila Rocha Mendes,000.549.843-00,2016-03-21,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00550,Carlos Barbosa Fernandes,000.550.850-00,2018-11-10,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00551,Miguel Silva Santos,000.551.857-00,2015-07-02,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00552,Ana Santos Silva,000.552.864-00,2018-10-10,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00553,Camila Moreira Souza,000.553.871-00,2017-12-16,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00554,Valentina Moreira Mendes,000.554.878-00,2015-03-03,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00555,Larissa Nascimento Dias,000.555.885-00,2017-09-18,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00556,Daniel Martins Lima,000.556.892-00,2016-04-26,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00557,Miguel Mendes Rocha,000.557.899-00,2016-12-03,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00558,Daniel Martins Souza,000.558.906-00,2019-06-22,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00559,Miguel Carvalho Almeida,000.559.913-00,2016-04-27,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00560,Valentina Rocha Costa,000.560.920-00,2019-08-28,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00561,Sofia Mendes Dias,000.561.927-00,2017-07-20,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00562,Sofia Lima Gomes,000.562.934-00,2017-05-15,M,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00563,João Pereira Fernandes,000.563.941-00,2019-08-27,F,TURMA026,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00564,Eduardo Ramos Martins,000.564.948-00,2017-11-12,F,TURMA027,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00565,Larissa Barbosa Dias,000.565.955-00,2015-04-28,F,TURMA027,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00566,Isabela Silva Gomes,000.566.962-00,2015-06-23,F,TURMA027,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
